Date,Province,Daily_Case,Daily_Death,Daily_Recovered,Active_Case,Cumulative_Case,Cumulative_Recovered,Cumulative_Death,Cumulative_Active_Case
20/07/2020,SUMATERA UTARA,15,3,49,-37,2950,771,149,2030
21/07/2020,SUMATERA UTARA,42,4,30,8,2992,801,153,2038
22/07/2020,SUMATERA UTARA,166,7,26,133,3158,827,160,2171
23/07/2020,SUMATERA UTARA,104,8,16,80,3262,843,168,2251
24/07/2020,SUMATERA UTARA,56,3,33,20,3318,876,171,2271
25/07/2020,SUMATERA UTARA,52,3,24,25,3370,900,174,2296
26/07/2020,SUMATERA UTARA,20,4,19,-3,3390,919,178,2293
27/07/2020,SUMATERA UTARA,48,1,13,34,3438,932,179,2327
28/07/2020,SUMATERA UTARA,80,1,18,61,3518,950,180,2388
29/07/2020,SUMATERA UTARA,241,3,30,208,3759,980,183,2596
30/07/2020,SUMATERA UTARA,68,4,268,-204,3827,1248,187,2392
31/07/2020,SUMATERA UTARA,104,5,106,-7,3931,1354,192,2385
01/08/2020,SUMATERA UTARA,31,1,131,-101,3962,1485,193,2284
02/08/2020,SUMATERA UTARA,174,8,129,37,4136,1614,201,2321
03/08/2020,SUMATERA UTARA,57,2,39,16,4193,1653,203,2337
04/08/2020,SUMATERA UTARA,68,6,64,-2,4261,1717,209,2335
05/08/2020,SUMATERA UTARA,130,2,74,54,4391,1791,211,2389
06/08/2020,SUMATERA UTARA,86,1,69,16,4477,1860,212,2405
07/08/2020,SUMATERA UTARA,216,9,52,155,4693,1912,221,2560
08/08/2020,SUMATERA UTARA,101,1,124,-24,4794,2036,222,2536
09/08/2020,SUMATERA UTARA,25,2,35,-12,4819,2071,224,2524
10/08/2020,SUMATERA UTARA,129,1,27,101,4948,2098,225,2625
11/08/2020,SUMATERA UTARA,207,4,40,163,5155,2138,229,2788
12/08/2020,SUMATERA UTARA,109,2,51,56,5264,2189,231,2844
13/08/2020,SUMATERA UTARA,94,5,148,-59,5358,2337,236,2785
14/08/2020,SUMATERA UTARA,69,4,101,-36,5427,2438,240,2749
15/08/2020,SUMATERA UTARA,195,3,73,119,5622,2511,243,2868
16/08/2020,SUMATERA UTARA,51,2,102,-53,5673,2613,245,2815
17/08/2020,SUMATERA UTARA,17,3,46,-32,5690,2659,248,2783
18/08/2020,SUMATERA UTARA,130,8,81,41,5820,2740,256,2824
19/08/2020,SUMATERA UTARA,78,3,94,-19,5898,2834,259,2805
20/08/2020,SUMATERA UTARA,59,9,80,-30,5957,2914,268,2775
21/08/2020,SUMATERA UTARA,21,2,70,-51,5978,2984,270,2724
22/08/2020,SUMATERA UTARA,73,6,80,-13,6051,3064,276,2711
23/08/2020,SUMATERA UTARA,78,3,75,0,6129,3139,279,2711
24/08/2020,SUMATERA UTARA,37,6,65,-34,6166,3204,285,2677
25/08/2020,SUMATERA UTARA,134,2,107,25,6300,3311,287,2702
26/08/2020,SUMATERA UTARA,137,2,129,6,6437,3440,289,2708
27/08/2020,SUMATERA UTARA,104,6,117,-19,6541,3557,295,2689
28/08/2020,SUMATERA UTARA,86,7,133,-54,6627,3690,302,2635
29/08/2020,SUMATERA UTARA,103,6,112,-15,6730,3802,308,2620
30/08/2020,SUMATERA UTARA,39,3,102,-66,6769,3904,311,2554
31/08/2020,SUMATERA UTARA,58,3,60,-5,6827,3964,314,2549
01/09/2020,SUMATERA UTARA,115,4,99,12,6942,4063,318,2561
02/09/2020,SUMATERA UTARA,182,2,105,75,7124,4168,320,2636
03/09/2020,SUMATERA UTARA,141,3,111,27,7265,4279,323,2663
04/09/2020,SUMATERA UTARA,125,4,55,66,7390,4334,327,2729
05/09/2020,SUMATERA UTARA,162,6,114,42,7552,4448,333,2771
06/09/2020,SUMATERA UTARA,81,2,103,-24,7633,4551,335,2747
07/09/2020,SUMATERA UTARA,92,4,93,-5,7725,4644,339,2742
08/09/2020,SUMATERA UTARA,107,3,86,18,7832,4730,342,2760
09/09/2020,SUMATERA UTARA,132,1,91,40,7964,4821,343,2800
10/09/2020,SUMATERA UTARA,146,3,61,82,8110,4882,346,2882
11/09/2020,SUMATERA UTARA,131,3,75,53,8241,4957,349,2935
12/09/2020,SUMATERA UTARA,121,6,83,32,8362,5040,355,2967
13/09/2020,SUMATERA UTARA,103,0,64,39,8465,5104,355,3006
14/09/2020,SUMATERA UTARA,94,6,57,31,8559,5161,361,3037
15/09/2020,SUMATERA UTARA,249,6,90,153,8808,5251,367,3190
16/09/2020,SUMATERA UTARA,126,4,66,56,8934,5317,371,3246
17/09/2020,SUMATERA UTARA,117,8,71,38,9051,5388,379,3284
18/09/2020,SUMATERA UTARA,125,10,71,44,9176,5459,389,3328
19/09/2020,SUMATERA UTARA,97,5,76,16,9273,5535,394,3344
20/09/2020,SUMATERA UTARA,95,5,94,-4,9368,5629,399,3340
21/09/2020,SUMATERA UTARA,100,2,77,21,9468,5706,401,3361
22/09/2020,SUMATERA UTARA,98,1,44,53,9566,5750,402,3414
23/09/2020,SUMATERA UTARA,87,5,115,-33,9653,5865,407,3381
24/09/2020,SUMATERA UTARA,96,3,139,-46,9749,6004,410,3335
25/09/2020,SUMATERA UTARA,94,5,100,-11,9843,6104,415,3324
26/09/2020,SUMATERA UTARA,98,2,153,-57,9941,6257,417,3267
27/09/2020,SUMATERA UTARA,97,3,180,-86,10038,6437,420,3181
28/09/2020,SUMATERA UTARA,85,4,194,-113,10123,6631,424,3068
29/09/2020,SUMATERA UTARA,88,2,172,-86,10211,6803,426,2982
30/09/2020,SUMATERA UTARA,102,4,170,-72,10313,6973,430,2910
01/10/2020,SUMATERA UTARA,111,4,153,-46,10424,7126,434,2864
02/10/2020,SUMATERA UTARA,89,2,180,-93,10513,7306,436,2771
03/10/2020,SUMATERA UTARA,86,2,129,-45,10599,7435,438,2726
04/10/2020,SUMATERA UTARA,83,5,110,-32,10682,7545,443,2694
05/10/2020,SUMATERA UTARA,89,3,121,-35,10771,7666,446,2659
06/10/2020,SUMATERA UTARA,98,2,204,-108,10869,7870,448,2551
07/10/2020,SUMATERA UTARA,96,5,178,-87,10965,8048,453,2464
08/10/2020,SUMATERA UTARA,99,7,189,-97,11064,8237,460,2367
09/10/2020,SUMATERA UTARA,95,2,163,-70,11159,8400,462,2297
10/10/2020,SUMATERA UTARA,88,0,149,-61,11247,8549,462,2236
11/10/2020,SUMATERA UTARA,85,6,158,-79,11332,8707,468,2157
12/10/2020,SUMATERA UTARA,87,5,174,-92,11419,8881,473,2065
13/10/2020,SUMATERA UTARA,89,7,134,-52,11508,9015,480,2013
14/10/2020,SUMATERA UTARA,88,5,161,-78,11596,9176,485,1935
15/10/2020,SUMATERA UTARA,90,4,110,-24,11686,9286,489,1911
16/10/2020,SUMATERA UTARA,89,3,111,-25,11775,9397,492,1886
17/10/2020,SUMATERA UTARA,86,5,100,-19,11861,9497,497,1867
18/10/2020,SUMATERA UTARA,83,2,106,-25,11944,9603,499,1842
19/10/2020,SUMATERA UTARA,91,4,118,-31,12035,9721,503,1811
20/10/2020,SUMATERA UTARA,90,4,93,-7,12125,9814,507,1804
21/10/2020,SUMATERA UTARA,87,3,80,4,12212,9894,510,1808
22/10/2020,SUMATERA UTARA,83,3,84,-4,12295,9978,513,1804
23/10/2020,SUMATERA UTARA,91,1,72,18,12386,10050,514,1822
24/10/2020,SUMATERA UTARA,84,0,78,6,12470,10128,514,1828
25/10/2020,SUMATERA UTARA,90,2,75,13,12560,10203,516,1841
26/10/2020,SUMATERA UTARA,93,7,85,1,12653,10288,523,1842
27/10/2020,SUMATERA UTARA,90,1,92,-3,12743,10380,524,1839
28/10/2020,SUMATERA UTARA,92,2,88,2,12835,10468,526,1841
29/10/2020,SUMATERA UTARA,83,3,82,-2,12918,10550,529,1839
30/10/2020,SUMATERA UTARA,89,1,74,14,13007,10624,530,1853
31/10/2020,SUMATERA UTARA,93,4,90,-1,13100,10714,534,1852
01/11/2020,SUMATERA UTARA,91,3,72,16,13191,10786,537,1868
02/11/2020,SUMATERA UTARA,79,6,69,4,13270,10855,543,1872
03/11/2020,SUMATERA UTARA,78,4,72,2,13348,10927,547,1874
04/11/2020,SUMATERA UTARA,79,6,75,-2,13427,11002,553,1872
05/11/2020,SUMATERA UTARA,77,4,63,10,13504,11065,557,1882
06/11/2020,SUMATERA UTARA,78,4,60,14,13582,11125,561,1896
07/11/2020,SUMATERA UTARA,76,2,63,11,13658,11188,563,1907
08/11/2020,SUMATERA UTARA,78,2,58,18,13736,11246,565,1925
09/11/2020,SUMATERA UTARA,75,2,64,9,13811,11310,567,1934
10/11/2020,SUMATERA UTARA,72,3,66,3,13883,11376,570,1937
11/11/2020,SUMATERA UTARA,80,1,60,19,13963,11436,571,1956
12/11/2020,SUMATERA UTARA,79,2,77,0,14042,11513,573,1956
13/11/2020,SUMATERA UTARA,88,5,63,20,14130,11576,578,1976
14/11/2020,SUMATERA UTARA,77,1,59,17,14207,11635,579,1993
15/11/2020,SUMATERA UTARA,85,0,67,18,14292,11702,579,2011
16/11/2020,SUMATERA UTARA,118,4,106,8,14410,11808,583,2019
17/11/2020,SUMATERA UTARA,101,1,105,-5,14511,11913,584,2014
18/11/2020,SUMATERA UTARA,85,2,72,11,14596,11985,586,2025
19/11/2020,SUMATERA UTARA,79,2,77,0,14675,12062,588,2025
20/11/2020,SUMATERA UTARA,79,1,71,7,14754,12133,589,2032
21/11/2020,SUMATERA UTARA,76,3,77,-4,14830,12210,592,2028
22/11/2020,SUMATERA UTARA,74,3,69,2,14904,12279,595,2030
23/11/2020,SUMATERA UTARA,84,0,81,3,14988,12360,595,2033
24/11/2020,SUMATERA UTARA,81,2,77,2,15069,12437,597,2035
25/11/2020,SUMATERA UTARA,84,3,81,0,15153,12518,600,2035
26/11/2020,SUMATERA UTARA,82,0,75,7,15235,12593,600,2042
27/11/2020,SUMATERA UTARA,92,4,87,1,15327,12680,604,2043
28/11/2020,SUMATERA UTARA,93,5,91,-3,15420,12771,609,2040
29/11/2020,SUMATERA UTARA,88,3,78,7,15508,12849,612,2047
30/11/2020,SUMATERA UTARA,77,3,69,5,15585,12918,615,2052
01/12/2020,SUMATERA UTARA,86,2,83,1,15671,13001,617,2053
02/12/2020,SUMATERA UTARA,88,2,77,9,15759,13078,619,2062
03/12/2020,SUMATERA UTARA,86,4,80,2,15845,13158,623,2064
04/12/2020,SUMATERA UTARA,79,2,81,-4,15924,13239,625,2060
05/12/2020,SUMATERA UTARA,78,1,77,0,16002,13316,626,2060
06/12/2020,SUMATERA UTARA,87,3,83,1,16089,13399,629,2061
07/12/2020,SUMATERA UTARA,85,3,80,2,16174,13479,632,2063
08/12/2020,SUMATERA UTARA,87,1,81,5,16261,13560,633,2068
09/12/2020,SUMATERA UTARA,80,1,74,5,16341,13634,634,2073
10/12/2020,SUMATERA UTARA,83,3,81,-1,16424,13715,637,2072
11/12/2020,SUMATERA UTARA,82,2,76,4,16506,13791,639,2076
12/12/2020,SUMATERA UTARA,87,1,81,5,16593,13872,640,2081
13/12/2020,SUMATERA UTARA,89,0,83,6,16682,13955,640,2087
14/12/2020,SUMATERA UTARA,87,4,82,1,16769,14037,644,2088
15/12/2020,SUMATERA UTARA,74,1,75,-2,16843,14112,645,2086
16/12/2020,SUMATERA UTARA,79,0,78,1,16922,14190,645,2087
17/12/2020,SUMATERA UTARA,84,1,80,3,17006,14270,646,2090
18/12/2020,SUMATERA UTARA,89,1,75,13,17095,14345,647,2103
19/12/2020,SUMATERA UTARA,86,2,81,3,17181,14426,649,2106
20/12/2020,SUMATERA UTARA,82,4,83,-5,17263,14509,653,2101
21/12/2020,SUMATERA UTARA,90,2,84,4,17353,14593,655,2105
22/12/2020,SUMATERA UTARA,73,5,76,-8,17426,14669,660,2097
23/12/2020,SUMATERA UTARA,76,4,87,-15,17502,14756,664,2082
24/12/2020,SUMATERA UTARA,80,5,81,-6,17582,14837,669,2076
25/12/2020,SUMATERA UTARA,75,1,79,-5,17657,14916,670,2071
26/12/2020,SUMATERA UTARA,75,0,74,1,17732,14990,670,2072
27/12/2020,SUMATERA UTARA,78,2,80,-4,17810,15070,672,2068
28/12/2020,SUMATERA UTARA,82,2,83,-3,17892,15153,674,2065
29/12/2020,SUMATERA UTARA,85,1,82,2,17977,15235,675,2067
30/12/2020,SUMATERA UTARA,89,4,84,1,18066,15319,679,2068
31/12/2020,SUMATERA UTARA,83,0,82,1,18149,15401,679,2069
01/01/2021,SUMATERA UTARA,84,2,89,-7,18233,15490,681,2062
02/01/2021,SUMATERA UTARA,86,2,82,2,18319,15572,683,2064
03/01/2021,SUMATERA UTARA,89,0,84,5,18408,15656,683,2069
04/01/2021,SUMATERA UTARA,92,1,88,3,18500,15744,684,2072
05/01/2021,SUMATERA UTARA,86,2,83,1,18586,15827,686,2073
06/01/2021,SUMATERA UTARA,87,3,89,-5,18673,15916,689,2068
07/01/2021,SUMATERA UTARA,83,2,84,-3,18756,16000,691,2065
08/01/2021,SUMATERA UTARA,92,4,80,8,18848,16080,695,2073
09/01/2021,SUMATERA UTARA,89,1,91,-3,18937,16171,696,2070
10/01/2021,SUMATERA UTARA,90,1,86,3,19027,16257,697,2073
11/01/2021,SUMATERA UTARA,95,3,89,3,19122,16346,700,2076
12/01/2021,SUMATERA UTARA,90,1,95,-6,19212,16441,701,2070
13/01/2021,SUMATERA UTARA,96,4,91,1,19308,16532,705,2071
14/01/2021,SUMATERA UTARA,89,2,93,-6,19397,16625,707,2065
15/01/2021,SUMATERA UTARA,98,0,83,15,19495,16708,707,2080
16/01/2021,SUMATERA UTARA,74,1,83,-10,19569,16791,708,2070
17/01/2021,SUMATERA UTARA,78,3,89,-14,19647,16880,711,2056
18/01/2021,SUMATERA UTARA,74,4,85,-15,19721,16965,715,2041
19/01/2021,SUMATERA UTARA,78,1,86,-9,19799,17051,716,2032
20/01/2021,SUMATERA UTARA,80,2,90,-12,19879,17141,718,2020
21/01/2021,SUMATERA UTARA,83,1,80,2,19962,17221,719,2022
22/01/2021,SUMATERA UTARA,84,4,86,-6,20046,17307,723,2016
23/01/2021,SUMATERA UTARA,87,1,83,3,20133,17390,724,2019
24/01/2021,SUMATERA UTARA,88,2,81,5,20221,17471,726,2024
25/01/2021,SUMATERA UTARA,92,4,85,3,20313,17556,730,2027
26/01/2021,SUMATERA UTARA,90,2,89,-1,20403,17645,732,2026
27/01/2021,SUMATERA UTARA,93,3,90,0,20496,17735,735,2026
28/01/2021,SUMATERA UTARA,95,3,81,11,20591,17816,738,2037
29/01/2021,SUMATERA UTARA,91,2,89,0,20682,17905,740,2037
30/01/2021,SUMATERA UTARA,92,2,80,10,20774,17985,742,2047
31/01/2021,SUMATERA UTARA,91,1,88,2,20865,18073,743,2049
01/02/2021,SUMATERA UTARA,97,2,92,3,20962,18165,745,2052
02/02/2021,SUMATERA UTARA,136,3,101,32,21098,18266,748,2084
03/02/2021,SUMATERA UTARA,135,5,104,26,21233,18370,753,2110
04/02/2021,SUMATERA UTARA,126,3,112,11,21359,18482,756,2121
05/02/2021,SUMATERA UTARA,115,4,109,2,21474,18591,760,2123
06/02/2021,SUMATERA UTARA,99,2,107,-10,21573,18698,762,2113
07/02/2021,SUMATERA UTARA,169,0,140,29,21742,18838,762,2142
08/02/2021,SUMATERA UTARA,146,3,121,22,21888,18959,765,2164
09/02/2021,SUMATERA UTARA,174,2,138,34,22062,19097,767,2198
10/02/2021,SUMATERA UTARA,224,4,104,116,22286,19201,771,2314
11/02/2021,SUMATERA UTARA,131,2,113,16,22417,19314,773,2330
12/02/2021,SUMATERA UTARA,168,4,104,60,22585,19418,777,2390
13/02/2021,SUMATERA UTARA,154,0,105,49,22739,19523,777,2439
14/02/2021,SUMATERA UTARA,126,4,107,15,22865,19630,781,2454
15/02/2021,SUMATERA UTARA,134,4,117,13,22999,19747,785,2467
16/02/2021,SUMATERA UTARA,109,3,77,29,23108,19824,788,2496
17/02/2021,SUMATERA UTARA,128,5,175,-52,23236,19999,793,2444
18/02/2021,SUMATERA UTARA,99,5,147,-53,23335,20146,798,2391
19/02/2021,SUMATERA UTARA,127,5,116,6,23462,20262,803,2397
20/02/2021,SUMATERA UTARA,99,2,117,-20,23561,20379,805,2377
21/02/2021,SUMATERA UTARA,97,3,98,-4,23658,20477,808,2373
22/02/2021,SUMATERA UTARA,97,5,106,-14,23755,20583,813,2359
23/02/2021,SUMATERA UTARA,139,6,107,26,23894,20690,819,2385
24/02/2021,SUMATERA UTARA,122,1,100,21,24016,20790,820,2406
25/02/2021,SUMATERA UTARA,153,4,107,42,24169,20897,824,2448
26/02/2021,SUMATERA UTARA,130,5,116,9,24299,21013,829,2457
27/02/2021,SUMATERA UTARA,119,3,118,-2,24418,21131,832,2455
28/02/2021,SUMATERA UTARA,110,5,106,-1,24528,21237,837,2454
01/03/2021,SUMATERA UTARA,138,1,100,37,24666,21337,838,2491
02/03/2021,SUMATERA UTARA,129,3,108,18,24795,21445,841,2509
03/03/2021,SUMATERA UTARA,134,4,119,11,24929,21564,845,2520
04/03/2021,SUMATERA UTARA,136,2,116,18,25065,21680,847,2538
05/03/2021,SUMATERA UTARA,99,4,128,-33,25164,21808,851,2505
06/03/2021,SUMATERA UTARA,87,3,90,-6,25251,21898,854,2499
07/03/2021,SUMATERA UTARA,78,2,88,-12,25329,21986,856,2487
08/03/2021,SUMATERA UTARA,94,3,97,-6,25423,22083,859,2481
09/03/2021,SUMATERA UTARA,98,6,91,1,25521,22174,865,2482
10/03/2021,SUMATERA UTARA,90,0,86,4,25611,22260,865,2486
11/03/2021,SUMATERA UTARA,92,2,93,-3,25703,22353,867,2483
12/03/2021,SUMATERA UTARA,83,4,79,0,25786,22432,871,2483
13/03/2021,SUMATERA UTARA,91,2,86,3,25877,22518,873,2486
14/03/2021,SUMATERA UTARA,88,3,90,-5,25965,22608,876,2481
15/03/2021,SUMATERA UTARA,102,5,92,5,26067,22700,881,2486
16/03/2021,SUMATERA UTARA,79,2,85,-8,26146,22785,883,2478
17/03/2021,SUMATERA UTARA,88,5,92,-9,26234,22877,888,2469
18/03/2021,SUMATERA UTARA,87,1,86,0,26321,22963,889,2469
19/03/2021,SUMATERA UTARA,85,2,98,-15,26406,23061,891,2454
20/03/2021,SUMATERA UTARA,86,3,83,0,26492,23144,894,2454
21/03/2021,SUMATERA UTARA,53,3,60,-10,26545,23204,897,2444
22/03/2021,SUMATERA UTARA,85,2,81,2,26630,23285,899,2446
23/03/2021,SUMATERA UTARA,97,0,71,26,26727,23356,899,2472
24/03/2021,SUMATERA UTARA,91,1,74,16,26818,23430,900,2488
25/03/2021,SUMATERA UTARA,74,0,95,-21,26892,23525,900,2467
26/03/2021,SUMATERA UTARA,79,1,80,-2,26971,23605,901,2465
27/03/2021,SUMATERA UTARA,80,3,76,1,27051,23681,904,2466
28/03/2021,SUMATERA UTARA,69,2,86,-19,27120,23767,906,2447
29/03/2021,SUMATERA UTARA,74,1,78,-5,27194,23845,907,2442
30/03/2021,SUMATERA UTARA,69,2,73,-6,27263,23918,909,2436
31/03/2021,SUMATERA UTARA,95,3,90,2,27358,24008,912,2438
01/04/2021,SUMATERA UTARA,65,2,74,-11,27423,24082,914,2427
02/04/2021,SUMATERA UTARA,61,1,81,-21,27484,24163,915,2406
03/04/2021,SUMATERA UTARA,64,3,78,-17,27548,24241,918,2389
04/04/2021,SUMATERA UTARA,73,1,82,-10,27621,24323,919,2379
05/04/2021,SUMATERA UTARA,74,0,75,-1,27695,24398,919,2378
06/04/2021,SUMATERA UTARA,77,5,74,-2,27772,24472,924,2376
07/04/2021,SUMATERA UTARA,76,1,96,-21,27848,24568,925,2355
08/04/2021,SUMATERA UTARA,71,2,81,-12,27919,24649,927,2343
09/04/2021,SUMATERA UTARA,79,1,77,1,27998,24726,928,2344
10/04/2021,SUMATERA UTARA,78,2,84,-8,28076,24810,930,2336
11/04/2021,SUMATERA UTARA,75,2,73,0,28151,24883,932,2336
12/04/2021,SUMATERA UTARA,69,3,76,-10,28220,24959,935,2326
13/04/2021,SUMATERA UTARA,67,2,70,-5,28287,25029,937,2321
14/04/2021,SUMATERA UTARA,60,3,71,-14,28347,25100,940,2307
15/04/2021,SUMATERA UTARA,68,1,75,-8,28415,25175,941,2299
16/04/2021,SUMATERA UTARA,66,3,68,-5,28481,25243,944,2294
17/04/2021,SUMATERA UTARA,63,1,74,-12,28544,25317,945,2282
18/04/2021,SUMATERA UTARA,61,1,69,-9,28605,25386,946,2273
19/04/2021,SUMATERA UTARA,69,3,61,5,28674,25447,949,2278
20/04/2021,SUMATERA UTARA,67,2,66,-1,28741,25513,951,2277
21/04/2021,SUMATERA UTARA,68,1,60,7,28809,25573,952,2284
22/04/2021,SUMATERA UTARA,66,1,66,-1,28875,25639,953,2283
23/04/2021,SUMATERA UTARA,65,5,64,-4,28940,25703,958,2279
24/04/2021,SUMATERA UTARA,64,0,56,8,29004,25759,958,2287
25/04/2021,SUMATERA UTARA,62,4,65,-7,29066,25824,962,2280
26/04/2021,SUMATERA UTARA,69,1,60,8,29135,25884,963,2288
27/04/2021,SUMATERA UTARA,63,2,68,-7,29198,25952,965,2281
28/04/2021,SUMATERA UTARA,66,2,61,3,29264,26013,967,2284
29/04/2021,SUMATERA UTARA,67,1,58,8,29331,26071,968,2292
30/04/2021,SUMATERA UTARA,68,1,64,3,29399,26135,969,2295
01/05/2021,SUMATERA UTARA,59,4,56,-1,29458,26191,973,2294
02/05/2021,SUMATERA UTARA,64,2,59,3,29522,26250,975,2297
03/05/2021,SUMATERA UTARA,68,1,60,7,29590,26310,976,2304
04/05/2021,SUMATERA UTARA,63,0,65,-2,29653,26375,976,2302
05/05/2021,SUMATERA UTARA,71,2,64,5,29724,26439,978,2307
06/05/2021,SUMATERA UTARA,81,4,60,17,29805,26499,982,2324
07/05/2021,SUMATERA UTARA,95,1,76,18,29900,26575,983,2342
08/05/2021,SUMATERA UTARA,82,3,73,6,29982,26648,986,2348
09/05/2021,SUMATERA UTARA,76,2,75,-1,30058,26723,988,2347
10/05/2021,SUMATERA UTARA,89,4,80,5,30147,26803,992,2352
11/05/2021,SUMATERA UTARA,83,2,73,8,30230,26876,994,2360
12/05/2021,SUMATERA UTARA,78,3,77,-2,30308,26953,997,2358
13/05/2021,SUMATERA UTARA,82,1,70,11,30390,27023,998,2369
14/05/2021,SUMATERA UTARA,86,2,67,17,30476,27090,1000,2386
16/03/2020,DAERAH ISTIMEWA YOGYAKARTA,1,0,0,1,1,0,0,1
17/03/2020,DAERAH ISTIMEWA YOGYAKARTA,0,0,0,0,1,0,0,1
18/03/2020,DAERAH ISTIMEWA YOGYAKARTA,0,0,0,0,1,0,0,1
19/03/2020,DAERAH ISTIMEWA YOGYAKARTA,0,0,0,0,1,0,0,1
20/03/2020,DAERAH ISTIMEWA YOGYAKARTA,1,0,1,0,2,1,0,1
21/03/2020,DAERAH ISTIMEWA YOGYAKARTA,0,0,0,0,2,1,0,1
22/03/2020,DAERAH ISTIMEWA YOGYAKARTA,0,0,0,0,2,1,0,1
23/03/2020,DAERAH ISTIMEWA YOGYAKARTA,0,1,0,-1,2,1,1,0
24/03/2020,DAERAH ISTIMEWA YOGYAKARTA,0,0,0,0,2,1,1,0
25/03/2020,DAERAH ISTIMEWA YOGYAKARTA,1,1,0,0,3,1,2,0
26/03/2020,DAERAH ISTIMEWA YOGYAKARTA,0,0,0,0,3,1,2,0
27/03/2020,DAERAH ISTIMEWA YOGYAKARTA,1,0,0,1,4,1,2,1
28/03/2020,DAERAH ISTIMEWA YOGYAKARTA,0,0,0,0,4,1,2,1
29/03/2020,DAERAH ISTIMEWA YOGYAKARTA,0,0,0,0,4,1,2,1
30/03/2020,DAERAH ISTIMEWA YOGYAKARTA,2,0,1,1,6,2,2,2
31/03/2020,DAERAH ISTIMEWA YOGYAKARTA,5,0,0,5,11,2,2,7
01/04/2020,DAERAH ISTIMEWA YOGYAKARTA,6,0,1,5,17,3,2,12
02/04/2020,DAERAH ISTIMEWA YOGYAKARTA,0,1,0,-1,17,3,3,11
03/04/2020,DAERAH ISTIMEWA YOGYAKARTA,0,0,0,0,17,3,3,11
04/04/2020,DAERAH ISTIMEWA YOGYAKARTA,5,0,0,5,22,3,3,16
05/04/2020,DAERAH ISTIMEWA YOGYAKARTA,1,0,0,1,23,3,3,17
06/04/2020,DAERAH ISTIMEWA YOGYAKARTA,3,0,1,2,26,4,3,19
07/04/2020,DAERAH ISTIMEWA YOGYAKARTA,1,0,0,1,27,4,3,20
08/04/2020,DAERAH ISTIMEWA YOGYAKARTA,4,3,3,-2,31,7,6,18
09/04/2020,DAERAH ISTIMEWA YOGYAKARTA,3,0,3,0,34,10,6,18
10/04/2020,DAERAH ISTIMEWA YOGYAKARTA,3,0,3,0,37,13,6,18
11/04/2020,DAERAH ISTIMEWA YOGYAKARTA,0,0,0,0,37,13,6,18
12/04/2020,DAERAH ISTIMEWA YOGYAKARTA,1,0,5,-4,38,18,6,14
13/04/2020,DAERAH ISTIMEWA YOGYAKARTA,16,0,0,16,54,18,6,30
14/04/2020,DAERAH ISTIMEWA YOGYAKARTA,5,0,4,1,59,22,6,31
15/04/2020,DAERAH ISTIMEWA YOGYAKARTA,1,0,0,1,60,22,6,32
16/04/2020,DAERAH ISTIMEWA YOGYAKARTA,1,0,0,1,61,22,6,33
17/04/2020,DAERAH ISTIMEWA YOGYAKARTA,1,1,3,-3,62,25,7,30
18/04/2020,DAERAH ISTIMEWA YOGYAKARTA,3,0,2,1,65,27,7,31
19/04/2020,DAERAH ISTIMEWA YOGYAKARTA,1,0,1,0,66,28,7,31
20/04/2020,DAERAH ISTIMEWA YOGYAKARTA,2,0,0,2,68,28,7,33
21/04/2020,DAERAH ISTIMEWA YOGYAKARTA,3,0,3,0,71,31,7,33
22/04/2020,DAERAH ISTIMEWA YOGYAKARTA,3,0,5,-2,74,36,7,31
23/04/2020,DAERAH ISTIMEWA YOGYAKARTA,1,0,1,0,75,37,7,31
24/04/2020,DAERAH ISTIMEWA YOGYAKARTA,1,0,0,1,76,37,7,32
25/04/2020,DAERAH ISTIMEWA YOGYAKARTA,2,0,0,2,78,37,7,34
26/04/2020,DAERAH ISTIMEWA YOGYAKARTA,3,0,0,3,81,37,7,37
27/04/2020,DAERAH ISTIMEWA YOGYAKARTA,1,0,2,-1,82,39,7,36
28/04/2020,DAERAH ISTIMEWA YOGYAKARTA,10,0,1,9,92,40,7,45
29/04/2020,DAERAH ISTIMEWA YOGYAKARTA,1,0,3,-2,93,43,7,43
30/04/2020,DAERAH ISTIMEWA YOGYAKARTA,1,0,0,1,94,43,7,44
01/05/2020,DAERAH ISTIMEWA YOGYAKARTA,9,0,5,4,103,48,7,48
02/05/2020,DAERAH ISTIMEWA YOGYAKARTA,10,0,0,10,113,48,7,58
03/05/2020,DAERAH ISTIMEWA YOGYAKARTA,1,0,0,1,114,48,7,59
04/05/2020,DAERAH ISTIMEWA YOGYAKARTA,0,0,4,-4,114,52,7,55
05/05/2020,DAERAH ISTIMEWA YOGYAKARTA,6,0,1,5,120,53,7,60
06/05/2020,DAERAH ISTIMEWA YOGYAKARTA,1,0,5,-4,121,58,7,56
07/05/2020,DAERAH ISTIMEWA YOGYAKARTA,15,0,1,14,136,59,7,70
08/05/2020,DAERAH ISTIMEWA YOGYAKARTA,6,0,0,6,142,59,7,76
09/05/2020,DAERAH ISTIMEWA YOGYAKARTA,3,0,2,1,145,61,7,77
10/05/2020,DAERAH ISTIMEWA YOGYAKARTA,7,0,0,7,152,61,7,84
11/05/2020,DAERAH ISTIMEWA YOGYAKARTA,6,1,6,-1,158,67,8,83
12/05/2020,DAERAH ISTIMEWA YOGYAKARTA,10,0,0,10,168,67,8,93
13/05/2020,DAERAH ISTIMEWA YOGYAKARTA,12,0,1,11,180,68,8,104
