Date,Province,Daily_Case,Daily_Death,Daily_Recovered,Active_Case,Cumulative_Case,Cumulative_Recovered,Cumulative_Death,Cumulative_Active_Case
27/11/2020,PAPUA,39,0,0,39,9973,5030,137,4806
28/11/2020,PAPUA,28,0,100,-72,10001,5130,137,4734
29/11/2020,PAPUA,8,0,100,-92,10009,5230,137,4642
30/11/2020,PAPUA,5,0,100,-95,10014,5330,137,4547
01/12/2020,PAPUA,80,3,0,77,10094,5330,140,4624
02/12/2020,PAPUA,30,0,20,10,10124,5350,140,4634
03/12/2020,PAPUA,1748,1,102,1645,11872,5452,141,6279
04/12/2020,PAPUA,122,0,224,-102,11994,5676,141,6177
05/12/2020,PAPUA,52,0,0,52,12046,5676,141,6229
06/12/2020,PAPUA,19,0,0,19,12065,5676,141,6248
07/12/2020,PAPUA,48,0,25,23,12113,5701,141,6271
08/12/2020,PAPUA,123,0,0,123,12236,5701,141,6394
09/12/2020,PAPUA,59,0,3,56,12295,5704,141,6450
10/12/2020,PAPUA,37,1,46,-10,12332,5750,142,6440
11/12/2020,PAPUA,64,0,44,20,12396,5794,142,6460
12/12/2020,PAPUA,52,0,39,13,12448,5833,142,6473
13/12/2020,PAPUA,17,0,0,17,12465,5833,142,6490
14/12/2020,PAPUA,31,0,0,31,12496,5833,142,6521
15/12/2020,PAPUA,110,0,7,103,12606,5840,142,6624
16/12/2020,PAPUA,43,0,0,43,12649,5840,142,6667
17/12/2020,PAPUA,26,4,39,-17,12675,5879,146,6650
18/12/2020,PAPUA,28,0,8,20,12703,5887,146,6670
19/12/2020,PAPUA,32,0,0,32,12735,5887,146,6702
20/12/2020,PAPUA,17,0,1,16,12752,5888,146,6718
21/12/2020,PAPUA,32,0,100,-68,12784,5988,146,6650
22/12/2020,PAPUA,33,0,17,16,12817,6005,146,6666
23/12/2020,PAPUA,28,0,43,-15,12845,6048,146,6651
24/12/2020,PAPUA,41,0,0,41,12886,6048,146,6692
25/12/2020,PAPUA,22,0,300,-278,12908,6348,146,6414
26/12/2020,PAPUA,51,0,200,-149,12959,6548,146,6265
27/12/2020,PAPUA,92,0,200,-108,13051,6748,146,6157
28/12/2020,PAPUA,26,0,0,26,13077,6748,146,6183
29/12/2020,PAPUA,46,0,58,-12,13123,6806,146,6171
30/12/2020,PAPUA,31,0,150,-119,13154,6956,146,6052
31/12/2020,PAPUA,55,1,100,-46,13209,7056,147,6006
01/01/2021,PAPUA,11,1,123,-113,13220,7179,148,5893
02/01/2021,PAPUA,23,0,109,-86,13243,7288,148,5807
03/01/2021,PAPUA,27,1,211,-185,13270,7499,149,5622
04/01/2021,PAPUA,36,1,124,-89,13306,7623,150,5533
05/01/2021,PAPUA,67,0,102,-35,13373,7725,150,5498
06/01/2021,PAPUA,58,0,119,-61,13431,7844,150,5437
07/01/2021,PAPUA,47,1,105,-59,13478,7949,151,5378
08/01/2021,PAPUA,70,2,116,-48,13548,8065,153,5330
09/01/2021,PAPUA,75,1,13,61,13623,8078,154,5391
10/01/2021,PAPUA,32,1,8,23,13655,8086,155,5414
11/01/2021,PAPUA,63,0,13,50,13718,8099,155,5464
12/01/2021,PAPUA,42,0,12,30,13760,8111,155,5494
13/01/2021,PAPUA,61,2,12,47,13821,8123,157,5541
14/01/2021,PAPUA,50,1,8,41,13871,8131,158,5582
15/01/2021,PAPUA,99,0,9,90,13970,8140,158,5672
16/01/2021,PAPUA,98,0,8,90,14068,8148,158,5762
17/01/2021,PAPUA,32,0,0,32,14100,8148,158,5794
18/01/2021,PAPUA,31,1,8,22,14131,8156,159,5816
19/01/2021,PAPUA,109,0,9,100,14240,8165,159,5916
20/01/2021,PAPUA,60,0,6,54,14300,8171,159,5970
21/01/2021,PAPUA,90,0,18,72,14390,8189,159,6042
22/01/2021,PAPUA,185,0,16,169,14575,8205,159,6211
23/01/2021,PAPUA,69,3,101,-35,14644,8306,162,6176
24/01/2021,PAPUA,64,0,10,54,14708,8316,162,6230
25/01/2021,PAPUA,18,0,27,-9,14726,8343,162,6221
26/01/2021,PAPUA,136,0,21,115,14862,8364,162,6336
27/01/2021,PAPUA,70,1,19,50,14932,8383,163,6386
28/01/2021,PAPUA,0,2,115,-117,14932,8498,165,6269
29/01/2021,PAPUA,212,2,16,194,15144,8514,167,6463
30/01/2021,PAPUA,64,1,12,51,15208,8526,168,6514
31/01/2021,PAPUA,22,0,16,6,15230,8542,168,6520
01/02/2021,PAPUA,11,0,16,-5,15241,8558,168,6515
02/02/2021,PAPUA,77,0,17,60,15318,8575,168,6575
03/02/2021,PAPUA,69,0,51,18,15387,8626,168,6593
04/02/2021,PAPUA,145,0,23,122,15532,8649,168,6715
05/02/2021,PAPUA,63,0,19,44,15595,8668,168,6759
06/02/2021,PAPUA,67,0,14,53,15662,8682,168,6812
07/02/2021,PAPUA,57,0,10,47,15719,8692,168,6859
08/02/2021,PAPUA,52,0,18,34,15771,8710,168,6893
09/02/2021,PAPUA,63,0,19,44,15834,8729,168,6937
10/02/2021,PAPUA,101,2,10,89,15935,8739,170,7026
11/02/2021,PAPUA,41,0,16,25,15976,8755,170,7051
12/02/2021,PAPUA,67,1,18,48,16043,8773,171,7099
13/02/2021,PAPUA,55,0,7,48,16098,8780,171,7147
14/02/2021,PAPUA,15,0,13,2,16113,8793,171,7149
15/02/2021,PAPUA,17,0,12,5,16130,8805,171,7154
16/02/2021,PAPUA,2,0,13,-11,16132,8818,171,7143
17/02/2021,PAPUA,8,0,225,-217,16140,9043,171,6926
18/02/2021,PAPUA,33,0,8,25,16173,9051,171,6951
19/02/2021,PAPUA,143,0,34,109,16316,9085,171,7060
20/02/2021,PAPUA,118,1,12,105,16434,9097,172,7165
21/02/2021,PAPUA,40,3,12,25,16474,9109,175,7190
22/02/2021,PAPUA,92,0,1,91,16566,9110,175,7281
23/02/2021,PAPUA,76,0,17,59,16642,9127,175,7340
24/02/2021,PAPUA,41,0,19,22,16683,9146,175,7362
25/02/2021,PAPUA,51,0,22,29,16734,9168,175,7391
26/02/2021,PAPUA,160,0,37,123,16894,9205,175,7514
27/02/2021,PAPUA,93,0,31,62,16987,9236,175,7576
28/02/2021,PAPUA,55,0,49,6,17042,9285,175,7582
01/03/2021,PAPUA,41,2,41,-2,17083,9326,177,7580
02/03/2021,PAPUA,82,1,49,32,17165,9375,178,7612
03/03/2021,PAPUA,116,0,36,80,17281,9411,178,7692
04/03/2021,PAPUA,163,0,48,115,17444,9459,178,7807
05/03/2021,PAPUA,63,0,33,30,17507,9492,178,7837
06/03/2021,PAPUA,53,1,27,25,17560,9519,179,7862
07/03/2021,PAPUA,5,2,39,-36,17565,9558,181,7826
08/03/2021,PAPUA,89,0,41,48,17654,9599,181,7874
09/03/2021,PAPUA,360,1,29,330,18014,9628,182,8204
10/03/2021,PAPUA,181,1,32,148,18195,9660,183,8352
11/03/2021,PAPUA,153,14,424,-285,18348,10084,197,8067
12/03/2021,PAPUA,55,0,30,25,18403,10114,197,8092
13/03/2021,PAPUA,47,0,37,10,18450,10151,197,8102
14/03/2021,PAPUA,32,0,38,-6,18482,10189,197,8096
15/03/2021,PAPUA,45,0,30,15,18527,10219,197,8111
16/03/2021,PAPUA,70,0,21,49,18597,10240,197,8160
17/03/2021,PAPUA,65,0,2,63,18662,10242,197,8223
18/03/2021,PAPUA,126,0,30,96,18788,10272,197,8319
19/03/2021,PAPUA,110,1,19,90,18898,10291,198,8409
20/03/2021,PAPUA,40,0,0,40,18938,10291,198,8449
21/03/2021,PAPUA,5,2,35,-32,18943,10326,200,8417
22/03/2021,PAPUA,20,0,0,20,18963,10326,200,8437
23/03/2021,PAPUA,59,0,21,38,19022,10347,200,8475
24/03/2021,PAPUA,66,0,12,54,19088,10359,200,8529
25/03/2021,PAPUA,116,0,40,76,19204,10399,200,8605
26/03/2021,PAPUA,89,0,5,84,19293,10404,200,8689
27/03/2021,PAPUA,121,0,0,121,19414,10404,200,8810
28/03/2021,PAPUA,15,0,15,0,19429,10419,200,8810
29/03/2021,PAPUA,50,1,11,38,19479,10430,201,8848
30/03/2021,PAPUA,52,1,35,16,19531,10465,202,8864
31/03/2021,PAPUA,58,0,0,58,19589,10465,202,8922
01/04/2021,PAPUA,13,1,25,-13,19602,10490,203,8909
02/04/2021,PAPUA,52,0,51,1,19654,10541,203,8910
03/04/2021,PAPUA,21,0,32,-11,19675,10573,203,8899
04/04/2021,PAPUA,17,0,18,-1,19692,10591,203,8898
05/04/2021,PAPUA,6,1,46,-41,19698,10637,204,8857
06/04/2021,PAPUA,30,0,3,27,19728,10640,204,8884
07/04/2021,PAPUA,60,0,20,40,19788,10660,204,8924
08/04/2021,PAPUA,75,2,30,43,19863,10690,206,8967
09/04/2021,PAPUA,66,0,37,29,19929,10727,206,8996
10/04/2021,PAPUA,73,0,0,73,20002,10727,206,9069
11/04/2021,PAPUA,20,1,39,-20,20022,10766,207,9049
12/04/2021,PAPUA,30,0,67,-37,20052,10833,207,9012
13/04/2021,PAPUA,12,0,1,11,20064,10834,207,9023
14/04/2021,PAPUA,0,0,37,-37,20064,10871,207,8986
15/04/2021,PAPUA,63,0,30,33,20127,10901,207,9019
16/04/2021,PAPUA,44,0,41,3,20171,10942,207,9022
17/04/2021,PAPUA,13,0,34,-21,20184,10976,207,9001
18/04/2021,PAPUA,6,0,48,-42,20190,11024,207,8959
19/04/2021,PAPUA,29,0,50,-21,20219,11074,207,8938
20/04/2021,PAPUA,15,0,25,-10,20234,11099,207,8928
21/04/2021,PAPUA,24,0,0,24,20258,11099,207,8952
22/04/2021,PAPUA,13,0,47,-34,20271,11146,207,8918
23/04/2021,PAPUA,8,0,3,5,20279,11149,207,8923
24/04/2021,PAPUA,5,0,15,-10,20284,11164,207,8913
25/04/2021,PAPUA,8,0,24,-16,20292,11188,207,8897
26/04/2021,PAPUA,2,0,19,-17,20294,11207,207,8880
27/04/2021,PAPUA,14,0,16,-2,20308,11223,207,8878
28/04/2021,PAPUA,12,0,25,-13,20320,11248,207,8865
29/04/2021,PAPUA,18,0,36,-18,20338,11284,207,8847
30/04/2021,PAPUA,27,0,31,-4,20365,11315,207,8843
01/05/2021,PAPUA,0,0,10,-10,20365,11325,207,8833
02/05/2021,PAPUA,0,0,14,-14,20365,11339,207,8819
03/05/2021,PAPUA,0,0,16,-16,20365,11355,207,8803
04/05/2021,PAPUA,3,0,5,-2,20368,11360,207,8801
05/05/2021,PAPUA,18,0,18,0,20386,11378,207,8801
06/05/2021,PAPUA,22,0,22,0,20408,11400,207,8801
07/05/2021,PAPUA,2,0,0,2,20410,11400,207,8803
08/05/2021,PAPUA,1,0,4,-3,20411,11404,207,8800
09/05/2021,PAPUA,17,0,18,-1,20428,11422,207,8799
10/05/2021,PAPUA,0,0,0,0,20428,11422,207,8799
11/05/2021,PAPUA,2,0,18,-16,20430,11440,207,8783
12/05/2021,PAPUA,3,0,6,-3,20433,11446,207,8780
30/03/2020,KALIMANTAN SELATAN,5,0,0,5,5,0,0,5
31/03/2020,KALIMANTAN SELATAN,2,0,0,2,7,0,0,7
01/04/2020,KALIMANTAN SELATAN,0,0,0,0,7,0,0,7
02/04/2020,KALIMANTAN SELATAN,0,0,0,0,7,0,0,7
03/04/2020,KALIMANTAN SELATAN,0,0,0,0,7,0,0,7
04/04/2020,KALIMANTAN SELATAN,0,0,0,0,7,0,0,7
05/04/2020,KALIMANTAN SELATAN,8,1,0,7,15,0,1,14
06/04/2020,KALIMANTAN SELATAN,2,0,0,2,17,0,1,16
07/04/2020,KALIMANTAN SELATAN,0,2,0,-2,17,0,3,14
08/04/2020,KALIMANTAN SELATAN,4,0,1,3,21,1,3,17
09/04/2020,KALIMANTAN SELATAN,0,1,2,-3,21,3,4,14
10/04/2020,KALIMANTAN SELATAN,7,0,0,7,28,3,4,21
11/04/2020,KALIMANTAN SELATAN,0,1,0,-1,28,3,5,20
12/04/2020,KALIMANTAN SELATAN,5,0,0,5,33,3,5,25
13/04/2020,KALIMANTAN SELATAN,1,0,1,0,34,4,5,25
14/04/2020,KALIMANTAN SELATAN,3,2,0,1,37,4,7,26
15/04/2020,KALIMANTAN SELATAN,12,0,1,11,49,5,7,37
16/04/2020,KALIMANTAN SELATAN,9,0,4,5,58,9,7,42
17/04/2020,KALIMANTAN SELATAN,15,0,0,15,73,9,7,57
18/04/2020,KALIMANTAN SELATAN,18,0,1,17,91,10,7,74
19/04/2020,KALIMANTAN SELATAN,4,0,0,4,95,10,7,78
20/04/2020,KALIMANTAN SELATAN,0,0,0,0,95,10,7,78
21/04/2020,KALIMANTAN SELATAN,2,0,1,1,97,11,7,79
22/04/2020,KALIMANTAN SELATAN,10,0,0,10,107,11,7,89
23/04/2020,KALIMANTAN SELATAN,7,1,0,6,114,11,8,95
24/04/2020,KALIMANTAN SELATAN,18,0,0,18,132,11,8,113
25/04/2020,KALIMANTAN SELATAN,14,0,4,10,146,15,8,123
26/04/2020,KALIMANTAN SELATAN,0,0,1,-1,146,16,8,122
27/04/2020,KALIMANTAN SELATAN,4,0,0,4,150,16,8,126
28/04/2020,KALIMANTAN SELATAN,0,1,4,-5,150,20,9,121
29/04/2020,KALIMANTAN SELATAN,7,0,0,7,157,20,9,128
30/04/2020,KALIMANTAN SELATAN,13,0,0,13,170,20,9,141
01/05/2020,KALIMANTAN SELATAN,9,0,4,5,179,24,9,146
02/05/2020,KALIMANTAN SELATAN,0,0,0,0,179,24,9,146
03/05/2020,KALIMANTAN SELATAN,16,0,0,16,195,24,9,162
04/05/2020,KALIMANTAN SELATAN,3,0,0,3,198,24,9,165
05/05/2020,KALIMANTAN SELATAN,14,0,0,14,212,24,9,179
06/05/2020,KALIMANTAN SELATAN,13,0,0,13,225,24,9,192
07/05/2020,KALIMANTAN SELATAN,13,0,0,13,238,24,9,205
08/05/2020,KALIMANTAN SELATAN,8,0,0,8,246,24,9,213
09/05/2020,KALIMANTAN SELATAN,7,0,0,7,253,24,9,220
10/05/2020,KALIMANTAN SELATAN,7,0,0,7,260,24,9,227
11/05/2020,KALIMANTAN SELATAN,0,0,0,0,260,24,9,227
12/05/2020,KALIMANTAN SELATAN,14,0,0,14,274,24,9,241
13/05/2020,KALIMANTAN SELATAN,13,0,0,13,287,24,9,254
14/05/2020,KALIMANTAN SELATAN,2,0,0,2,289,24,9,256
15/05/2020,KALIMANTAN SELATAN,67,27,0,40,356,24,36,296
16/05/2020,KALIMANTAN SELATAN,7,0,50,-43,363,74,36,253
17/05/2020,KALIMANTAN SELATAN,2,8,0,-6,365,74,44,247
18/05/2020,KALIMANTAN SELATAN,71,2,0,69,436,74,46,316
19/05/2020,KALIMANTAN SELATAN,46,5,3,38,482,77,51,354
20/05/2020,KALIMANTAN SELATAN,59,4,0,55,541,77,55,409
21/05/2020,KALIMANTAN SELATAN,8,4,1,3,549,78,59,412
22/05/2020,KALIMANTAN SELATAN,21,0,0,21,570,78,59,433
23/05/2020,KALIMANTAN SELATAN,18,2,0,16,588,78,61,449
24/05/2020,KALIMANTAN SELATAN,9,2,3,4,597,81,63,453
25/05/2020,KALIMANTAN SELATAN,3,2,0,1,600,81,65,454
26/05/2020,KALIMANTAN SELATAN,28,8,0,20,628,81,73,474
27/05/2020,KALIMANTAN SELATAN,73,0,0,73,701,81,73,547
28/05/2020,KALIMANTAN SELATAN,114,1,2,111,815,83,74,658
29/05/2020,KALIMANTAN SELATAN,73,5,15,53,888,98,79,711
30/05/2020,KALIMANTAN SELATAN,3,0,2,1,891,100,79,712
31/05/2020,KALIMANTAN SELATAN,26,6,0,20,917,100,85,732
01/06/2020,KALIMANTAN SELATAN,29,1,0,28,946,100,86,760
02/06/2020,KALIMANTAN SELATAN,21,3,2,16,967,102,89,776
03/06/2020,KALIMANTAN SELATAN,64,3,0,61,1031,102,92,837
04/06/2020,KALIMANTAN SELATAN,109,0,3,106,1140,105,92,943
05/06/2020,KALIMANTAN SELATAN,71,2,0,69,1211,105,94,1012
06/06/2020,KALIMANTAN SELATAN,33,2,4,27,1244,109,96,1039
07/06/2020,KALIMANTAN SELATAN,38,3,0,35,1282,109,99,1074
08/06/2020,KALIMANTAN SELATAN,62,0,9,53,1344,118,99,1127
09/06/2020,KALIMANTAN SELATAN,91,8,1,82,1435,119,107,1209
10/06/2020,KALIMANTAN SELATAN,127,4,10,113,1562,129,111,1322
11/06/2020,KALIMANTAN SELATAN,70,4,36,30,1632,165,115,1352
12/06/2020,KALIMANTAN SELATAN,60,3,15,42,1692,180,118,1394
13/06/2020,KALIMANTAN SELATAN,123,6,22,95,1815,202,124,1489
14/06/2020,KALIMANTAN SELATAN,70,6,29,35,1885,231,130,1524
15/06/2020,KALIMANTAN SELATAN,66,4,16,46,1951,247,134,1570
16/06/2020,KALIMANTAN SELATAN,169,6,6,157,2120,253,140,1727
17/06/2020,KALIMANTAN SELATAN,87,9,79,-1,2207,332,149,1726
18/06/2020,KALIMANTAN SELATAN,118,2,14,102,2325,346,151,1828
19/06/2020,KALIMANTAN SELATAN,66,3,14,49,2391,360,154,1877
20/06/2020,KALIMANTAN SELATAN,84,10,25,49,2475,385,164,1926
21/06/2020,KALIMANTAN SELATAN,94,2,10,82,2569,395,166,2008
22/06/2020,KALIMANTAN SELATAN,89,0,10,79,2658,405,166,2087
23/06/2020,KALIMANTAN SELATAN,27,1,28,-2,2685,433,167,2085
24/06/2020,KALIMANTAN SELATAN,90,7,15,68,2775,448,174,2153
25/06/2020,KALIMANTAN SELATAN,59,3,86,-30,2834,534,177,2123
26/06/2020,KALIMANTAN SELATAN,41,0,15,26,2875,549,177,2149
27/06/2020,KALIMANTAN SELATAN,54,4,94,-44,2929,643,181,2105
28/06/2020,KALIMANTAN SELATAN,73,4,80,-11,3002,723,185,2094
29/06/2020,KALIMANTAN SELATAN,38,3,5,30,3040,728,188,2124
30/06/2020,KALIMANTAN SELATAN,108,1,38,69,3148,766,189,2193
01/07/2020,KALIMANTAN SELATAN,75,0,23,52,3223,789,189,2245
02/07/2020,KALIMANTAN SELATAN,113,5,51,57,3336,840,194,2302
03/07/2020,KALIMANTAN SELATAN,110,3,28,79,3446,868,197,2381
04/07/2020,KALIMANTAN SELATAN,73,2,42,29,3519,910,199,2410
05/07/2020,KALIMANTAN SELATAN,44,2,32,10,3563,942,201,2420
06/07/2020,KALIMANTAN SELATAN,64,3,15,46,3627,957,204,2466
07/07/2020,KALIMANTAN SELATAN,67,1,107,-41,3694,1064,205,2425
08/07/2020,KALIMANTAN SELATAN,123,3,62,58,3817,1126,208,2483
09/07/2020,KALIMANTAN SELATAN,106,2,22,82,3923,1148,210,2565
10/07/2020,KALIMANTAN SELATAN,66,0,55,11,3989,1203,210,2576
11/07/2020,KALIMANTAN SELATAN,79,5,75,-1,4068,1278,215,2575
12/07/2020,KALIMANTAN SELATAN,77,5,107,-35,4145,1385,220,2540
13/07/2020,KALIMANTAN SELATAN,73,3,24,46,4218,1409,223,2586
14/07/2020,KALIMANTAN SELATAN,161,2,54,105,4379,1463,225,2691
15/07/2020,KALIMANTAN SELATAN,109,8,41,60,4488,1504,233,2751
16/07/2020,KALIMANTAN SELATAN,133,2,66,65,4621,1570,235,2816
17/07/2020,KALIMANTAN SELATAN,101,7,42,52,4722,1612,242,2868
18/07/2020,KALIMANTAN SELATAN,107,3,88,16,4829,1700,245,2884
19/07/2020,KALIMANTAN SELATAN,110,5,30,75,4939,1730,250,2959
20/07/2020,KALIMANTAN SELATAN,52,6,99,-53,4991,1829,256,2906
21/07/2020,KALIMANTAN SELATAN,92,5,191,-104,5083,2020,261,2802
22/07/2020,KALIMANTAN SELATAN,133,1,134,-2,5216,2154,262,2800
23/07/2020,KALIMANTAN SELATAN,116,0,115,1,5332,2269,262,2801
24/07/2020,KALIMANTAN SELATAN,90,3,271,-184,5422,2540,265,2617
25/07/2020,KALIMANTAN SELATAN,118,5,178,-65,5540,2718,270,2552
26/07/2020,KALIMANTAN SELATAN,115,2,131,-18,5655,2849,272,2534
27/07/2020,KALIMANTAN SELATAN,33,3,67,-37,5688,2916,275,2497
28/07/2020,KALIMANTAN SELATAN,94,4,157,-67,5782,3073,279,2430
29/07/2020,KALIMANTAN SELATAN,101,8,71,22,5883,3144,287,2452
30/07/2020,KALIMANTAN SELATAN,87,1,155,-69,5970,3299,288,2383
31/07/2020,KALIMANTAN SELATAN,128,6,68,54,6098,3367,294,2437
01/08/2020,KALIMANTAN SELATAN,62,0,82,-20,6160,3449,294,2417
02/08/2020,KALIMANTAN SELATAN,32,0,18,14,6192,3467,294,2431
03/08/2020,KALIMANTAN SELATAN,46,2,92,-48,6238,3559,296,2383
04/08/2020,KALIMANTAN SELATAN,119,1,50,68,6357,3609,297,2451
05/08/2020,KALIMANTAN SELATAN,54,0,95,-41,6411,3704,297,2410
06/08/2020,KALIMANTAN SELATAN,67,0,25,42,6478,3729,297,2452
07/08/2020,KALIMANTAN SELATAN,57,3,121,-67,6535,3850,300,2385
08/08/2020,KALIMANTAN SELATAN,82,2,42,38,6617,3892,302,2423
09/08/2020,KALIMANTAN SELATAN,98,3,133,-38,6715,4025,305,2385
10/08/2020,KALIMANTAN SELATAN,50,1,28,21,6765,4053,306,2406
11/08/2020,KALIMANTAN SELATAN,71,1,82,-12,6836,4135,307,2394
12/08/2020,KALIMANTAN SELATAN,53,2,86,-35,6889,4221,309,2359
13/08/2020,KALIMANTAN SELATAN,45,4,26,15,6934,4247,313,2374
14/08/2020,KALIMANTAN SELATAN,55,2,57,-4,6989,4304,315,2370
15/08/2020,KALIMANTAN SELATAN,62,3,36,23,7051,4340,318,2393
16/08/2020,KALIMANTAN SELATAN,100,0,83,17,7151,4423,318,2410
17/08/2020,KALIMANTAN SELATAN,90,6,126,-42,7241,4549,324,2368
18/08/2020,KALIMANTAN SELATAN,40,0,40,0,7281,4589,324,2368
19/08/2020,KALIMANTAN SELATAN,82,1,136,-55,7363,4725,325,2313
20/08/2020,KALIMANTAN SELATAN,181,0,74,107,7544,4799,325,2420
21/08/2020,KALIMANTAN SELATAN,74,2,275,-203,7618,5074,327,2217
22/08/2020,KALIMANTAN SELATAN,78,3,230,-155,7696,5304,330,2062
23/08/2020,KALIMANTAN SELATAN,81,2,77,2,7777,5381,332,2064
24/08/2020,KALIMANTAN SELATAN,61,2,47,12,7838,5428,334,2076
25/08/2020,KALIMANTAN SELATAN,82,4,66,12,7920,5494,338,2088
26/08/2020,KALIMANTAN SELATAN,54,2,141,-89,7974,5635,340,1999
27/08/2020,KALIMANTAN SELATAN,39,2,184,-147,8013,5819,342,1852
28/08/2020,KALIMANTAN SELATAN,68,5,180,-117,8081,5999,347,1735
29/08/2020,KALIMANTAN SELATAN,111,3,149,-41,8192,6148,350,1694
30/08/2020,KALIMANTAN SELATAN,64,2,96,-34,8256,6244,352,1660
31/08/2020,KALIMANTAN SELATAN,32,1,42,-11,8288,6286,353,1649
01/09/2020,KALIMANTAN SELATAN,69,1,102,-34,8357,6388,354,1615
02/09/2020,KALIMANTAN SELATAN,59,4,105,-50,8416,6493,358,1565
03/09/2020,KALIMANTAN SELATAN,111,4,139,-32,8527,6632,362,1533
04/09/2020,KALIMANTAN SELATAN,49,0,37,12,8576,6669,362,1545
05/09/2020,KALIMANTAN SELATAN,81,6,37,38,8657,6706,368,1583
06/09/2020,KALIMANTAN SELATAN,103,1,95,7,8760,6801,369,1590
07/09/2020,KALIMANTAN SELATAN,77,2,49,26,8837,6850,371,1616
08/09/2020,KALIMANTAN SELATAN,66,1,38,27,8903,6888,372,1643
09/09/2020,KALIMANTAN SELATAN,99,1,106,-8,9002,6994,373,1635
10/09/2020,KALIMANTAN SELATAN,77,6,138,-67,9079,7132,379,1568
11/09/2020,KALIMANTAN SELATAN,73,1,101,-29,9152,7233,380,1539
12/09/2020,KALIMANTAN SELATAN,96,5,84,7,9248,7317,385,1546
13/09/2020,KALIMANTAN SELATAN,33,0,78,-45,9281,7395,385,1501
14/09/2020,KALIMANTAN SELATAN,141,3,78,60,9422,7473,388,1561
15/09/2020,KALIMANTAN SELATAN,77,1,56,20,9499,7529,389,1581
16/09/2020,KALIMANTAN SELATAN,11,2,58,-49,9510,7587,391,1532
17/09/2020,KALIMANTAN SELATAN,36,0,37,-1,9546,7624,391,1531
18/09/2020,KALIMANTAN SELATAN,25,2,199,-176,9571,7823,393,1355
19/09/2020,KALIMANTAN SELATAN,76,2,247,-173,9647,8070,395,1182
20/09/2020,KALIMANTAN SELATAN,87,3,59,25,9734,8129,398,1207
21/09/2020,KALIMANTAN SELATAN,82,2,96,-16,9816,8225,400,1191
22/09/2020,KALIMANTAN SELATAN,85,0,40,45,9901,8265,400,1236
23/09/2020,KALIMANTAN SELATAN,82,3,104,-25,9983,8369,403,1211
24/09/2020,KALIMANTAN SELATAN,63,1,81,-19,10046,8450,404,1192
25/09/2020,KALIMANTAN SELATAN,33,4,51,-22,10079,8501,408,1170
26/09/2020,KALIMANTAN SELATAN,40,2,16,22,10119,8517,410,1192
27/09/2020,KALIMANTAN SELATAN,77,1,75,1,10196,8592,411,1193
28/09/2020,KALIMANTAN SELATAN,40,5,89,-54,10236,8681,416,1139
29/09/2020,KALIMANTAN SELATAN,53,2,64,-13,10289,8745,418,1126
30/09/2020,KALIMANTAN SELATAN,59,2,38,19,10348,8783,420,1145
01/10/2020,KALIMANTAN SELATAN,55,0,73,-18,10403,8856,420,1127
02/10/2020,KALIMANTAN SELATAN,75,4,63,8,10478,8919,424,1135
03/10/2020,KALIMANTAN SELATAN,84,2,71,11,10562,8990,426,1146
04/10/2020,KALIMANTAN SELATAN,59,1,97,-39,10621,9087,427,1107
05/10/2020,KALIMANTAN SELATAN,44,1,32,11,10665,9119,428,1118
06/10/2020,KALIMANTAN SELATAN,73,3,107,-37,10738,9226,431,1081
07/10/2020,KALIMANTAN SELATAN,40,1,68,-29,10778,9294,432,1052
08/10/2020,KALIMANTAN SELATAN,42,5,69,-32,10820,9363,437,1020
09/10/2020,KALIMANTAN SELATAN,81,1,142,-62,10901,9505,438,958
10/10/2020,KALIMANTAN SELATAN,53,1,22,30,10954,9527,439,988
11/10/2020,KALIMANTAN SELATAN,75,1,79,-5,11029,9606,440,983
12/10/2020,KALIMANTAN SELATAN,27,1,45,-19,11056,9651,441,964
13/10/2020,KALIMANTAN SELATAN,77,1,111,-35,11133,9762,442,929
14/10/2020,KALIMANTAN SELATAN,55,3,54,-2,11188,9816,445,927
15/10/2020,KALIMANTAN SELATAN,76,1,59,16,11264,9875,446,943
16/10/2020,KALIMANTAN SELATAN,68,2,43,23,11332,9918,448,966
17/10/2020,KALIMANTAN SELATAN,71,2,66,3,11403,9984,450,969
18/10/2020,KALIMANTAN SELATAN,39,2,58,-21,11442,10042,452,948
19/10/2020,KALIMANTAN SELATAN,8,2,33,-27,11450,10075,454,921
20/10/2020,KALIMANTAN SELATAN,42,2,42,-2,11492,10117,456,919
21/10/2020,KALIMANTAN SELATAN,19,3,37,-21,11511,10154,459,898
22/10/2020,KALIMANTAN SELATAN,28,3,42,-17,11539,10196,462,881
23/10/2020,KALIMANTAN SELATAN,48,3,80,-35,11587,10276,465,846
24/10/2020,KALIMANTAN SELATAN,46,3,99,-56,11633,10375,468,790
25/10/2020,KALIMANTAN SELATAN,19,3,52,-36,11652,10427,471,754
26/10/2020,KALIMANTAN SELATAN,2,2,56,-56,11654,10483,473,698
27/10/2020,KALIMANTAN SELATAN,12,3,32,-23,11666,10515,476,675
28/10/2020,KALIMANTAN SELATAN,69,2,80,-13,11735,10595,478,662
29/10/2020,KALIMANTAN SELATAN,32,2,43,-13,11767,10638,480,649
30/10/2020,KALIMANTAN SELATAN,44,1,59,-16,11811,10697,481,633
31/10/2020,KALIMANTAN SELATAN,48,3,78,-33,11859,10775,484,600
01/11/2020,KALIMANTAN SELATAN,25,2,75,-52,11884,10850,486,548
